0	1	1	1	0	1	0	1	0	1	1	0	0	1	1		0	1	0	1	0	1	1	1	0	1	1		01010111011		699	691		8				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	1	0	0	1	0	0	1	0	1	1	0	0	1	0		1	0	1	1	0	1	1	1	1	1	0		10110111110		1470	1202		268				0	1	1	0	0	0	0	0	1	1	0		01100000110	774	900		126
1	0	1	1	1	0	0	0	1	0	1	0	0	0	0		0	0	1	0	1	0	0	0	1	1	1		00101000111		327	1104		777				0	0	0	1	0	0	1	1	0	0	0		00010011000	152	400		248
0	0	1	0	0	0	0	1	1	0	0	0	1	0	1		0	0	0	0	1	0	0	0	0	0	0		00001000000		64	197		133				1	0	1	1	0	1	1	1	1	1	0		10110111110	1470	1200		270
0	1	0	0	0	0	1	1	0	0	1	0	1	0	0		0	0	0	1	0	0	1	1	0	0	0		00010011000		152	404		252				0	0	1	0	1	0	0	0	1	1	1		00101000111	327	1100		773
1	0	0	0	0	1	1	0	0	1	0	1	0	0	0		0	1	1	0	0	1	0	0	1	1	0		01100100110		806	808		2				0	1	0	1	1	0	1	1	0	0	1		01011011001	729	600		129
1	0	1	0	0	1	1	1	1	1	0	0	1	0	1		0	1	1	0	1	1	0	0	1	0	1		01101100101		869	997		128				0	1	1	0	1	1	0	0	1	0	1		01101100101	869	1000		131
1	0	1	0	0	1	1	1	1	1	0	0	1	0	1		0	1	1	0	1	1	0	0	1	0	1		01101100101		869	997		128				0	0	0	0	0	0	0	0	0	0	0		00000000000	0	0		0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	0	0		00000000000		0	2		2				0	1	1	0	0	1	0	0	1	1	0		01100100110	806	800		6
1	0	0	0	0	1	1	0	0	1	0	1	0	0	1		0	1	1	0	0	1	0	0	1	1	0		01100100110		806	809		3				0	1	1	0	0	0	0	0	1	1	0		01100000110	774	900		126
0	0	1	1	0	0	1	0	0	1	0	1	1	1	1		0	0	0	0	0	1	0	0	0	0	0		00000100000		32	303		271				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	0	0	0	0	1	1	0	0	1	0	0	1	1	1		0	1	1	0	0	1	0	0	1	1	0		01100100110		806	807		1				1	0	1	1	0	0	1	1	1	1	0		10110011110	1438	1300		138
1	0	1	1	1	0	0	0	1	0	1	0	1	1	0		0	0	1	0	1	0	0	0	1	1	1		00101000111		327	1110		783				1	0	1	1	0	1	1	1	1	1	0		10110111110	1470	1200		270
1	1	1	1	1	0	1	1	1	1	0	0	0	0	1		1	0	1	1	1	0	1	1	1	1	1		10111011111		1503	1505		2				1	0	1	1	0	1	1	1	1	1	0		10110111110	1470	1200		270
1	1	1	0	1	0	1	0	1	1	1	0	0	0	1		1	0	1	1	1	1	1	1	1	1	1		10111111111		1535	1393		142				0	1	1	0	0	0	0	0	1	1	0		01100000110	774	900		126
0	0	0	1	0	0	0	0	1	0	1	1	1	1	0		0	0	0	0	0	1	0	0	0	1	0		00000100010		34	94		60				0	0	0	1	0	1	1	1	0	1	0		00010111010	186	500		314
0	1	0	1	0	0	1	1	1	1	1	1	0	0	0		0	0	0	1	0	1	1	1	0	1	0		00010111010		186	504		318				0	1	1	0	0	0	0	0	1	1	0		01100000110	774	900		126
1	1	0	1	1	0	1	0	0	0	1	1	1	1	0		1	0	1	1	0	0	1	1	1	1	0		10110011110		1438	1310		128				0	0	0	0	0	1	0	0	0	1	0		00000100010	34	100		66
0	1	1	0	0	1	0	0	1	0	1	1	1	1	0		0	1	0	1	1	0	1	1	0	0	1		01011011001		729	606		123				0	0	0	0	0	1	0	0	0	1	0		00000100010	34	100		66
1	1	0	0	1	0	0	1	0	1	1	1	0	0	1		1	0	1	1	0	1	1	1	1	1	0		10110111110		1470	1209		261				0	0	1	0	1	0	0	0	1	1	1		00101000111	327	1100		773
1	0	1	0	0	1	1	1	1	1	0	1	0	1	0		0	1	1	0	1	1	0	0	1	0	1		01101100101		869	1002		133				0	1	0	1	1	0	1	1	0	0	1		01011011001	729	600		129
0	1	0	1	0	0	1	1	1	1	1	0	0	0	0		0	0	0	1	0	1	1	1	0	1	0		00010111010		186	496		310				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
0	1	1	0	0	1	0	0	1	0	1	1	0	0	0		0	1	0	1	1	0	1	1	0	0	1		01011011001		729	600		129				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	1	1	1	1	0	1	1	1	0	1	1	1	1	1		1	0	1	1	1	0	1	1	1	1	1		10111011111		1503	1503		0				0	0	0	0	0	0	0	0	0	0	0		00000000000	0	0		0
0	1	0	0	0	0	1	1	0	0	1	0	1	0	1		0	0	0	1	0	0	1	1	0	0	0		00010011000		152	405		253				1	0	1	1	0	0	1	1	1	1	0		10110011110	1438	1300		138
1	0	1	1	1	0	0	0	1	0	0	0	1	1	1		0	0	1	0	1	0	0	0	1	1	1		00101000111		327	1095		768				0	1	1	0	0	1	0	0	1	1	0		01100100110	806	800		6
0	0	0	1	0	0	0	0	1	1	0	0	0	0	0		0	0	0	0	0	1	0	0	0	1	0		00000100010		34	96		62				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	1	1	0	1	0	1	0	1	1	1	0	0	1	1		1	0	1	1	1	1	1	1	1	1	1		10111111111		1535	1395		140				0	0	0	1	0	1	1	1	0	1	0		00010111010	186	500		314
0	0	1	0	0	0	0	1	1	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0	0		00001000000		64	192		128				0	1	1	0	0	1	0	0	1	1	0		01100100110	806	800		6
1	0	1	1	1	0	0	0	1	0	0	0	1	0	0		0	0	1	0	1	0	0	0	1	1	1		00101000111		327	1092		765				1	0	1	1	0	0	1	1	1	1	0		10110011110	1438	1300		138
1	1	1	1	1	0	1	1	1	1	0	0	1	0	0		1	0	1	1	1	0	1	1	1	1	1		10111011111		1503	1508		5				0	0	0	0	0	0	0	0	0	0	0		00000000000	0	0		0
0	1	1	1	0	1	0	1	0	1	1	1	1	0	1		0	1	0	1	0	1	1	1	0	1	1		01010111011		699	701		2				0	1	0	1	0	1	1	1	0	1	1		01010111011	699	700		1
1	1	0	0	1	0	0	1	0	1	0	0	1	1	1		1	0	1	1	0	1	1	1	1	1	0		10110111110		1470	1191		279				0	1	0	1	1	0	1	1	0	0	1		01011011001	729	600		129
0	1	1	0	0	1	0	0	1	0	1	1	0	0	1		0	1	0	1	1	0	1	1	0	0	1		01011011001		729	601		128				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	0	0	1	0	1	1	1	0	0	0	0	1	0	0		0	1	1	0	0	0	0	0	1	1	0		01100000110		774	900		126				0	0	0	1	0	0	1	1	0	0	0		00010011000	152	400		248
0	0	1	0	0	0	0	1	1	0	1	0	0	0	1		0	0	0	0	1	0	0	0	0	0	0		00001000000		64	209		145				0	0	1	0	1	0	0	0	1	1	1		00101000111	327	1100		773
0	1	1	1	0	1	0	1	1	0	0	0	0	1	0		0	1	0	1	0	1	1	1	0	1	1		01010111011		699	706		7				0	0	0	1	0	1	1	1	0	1	0		00010111010	186	500		314
1	1	1	0	1	0	1	0	1	1	1	0	0	0	1		1	0	1	1	1	1	1	1	1	1	1		10111111111		1535	1393		142				0	1	1	0	1	1	0	0	1	0	1		01101100101	869	1000		131
0	1	1	0	0	1	0	0	1	1	0	0	0	1	0		0	1	0	1	1	0	1	1	0	0	1		01011011001		729	610		119				1	0	1	1	0	1	1	1	1	1	0		10110111110	1470	1200		270
0	1	1	0	0	1	0	0	1	0	1	1	1	0	0		0	1	0	1	1	0	1	1	0	0	1		01011011001		729	604		125				1	0	1	1	1	0	1	1	1	1	1		10111011111	1503	1500		3
1	1	0	0	1	0	0	1	0	1	1	1	0	0	0		1	0	1	1	0	1	1	1	1	1	0		10110111110		1470	1208		262				0	0	0	0	0	0	0	0	0	0	0		00000000000	0	0		0
1	1	0	0	1	0	0	1	0	1	0	0	1	1	0		1	0	1	1	0	1	1	1	1	1	0		10110111110		1470	1190		280				0	1	1	0	0	0	0	0	1	1	0		01100000110	774	900		126
1	1	1	0	1	0	1	1	0	0	0	0	0	1	0		1	0	1	1	1	1	1	1	1	1	1		10111111111		1535	1410		125				0	0	0	0	0	1	0	0	0	0	0		00000100000	32	300		268
1	0	1	0	0	1	1	1	1	1	0	0	1	0	1		0	1	1	0	1	1	0	0	1	0	1		01101100101		869	997		128				1	0	1	1	1	1	1	1	1	1	1		10111111111	1535	1400		135
